"","eeg_nr","hersteller","typ","leistung_m","indatum_m","gem_m","b_wgs84","l_wgs84","nabe","rotor","gem_s","plz","ort","leistung_s","indatum_s","eiccode","bnetznr","menge_kwh","lk_nr","lk_name","flh","menge_mwh","vg_nr","vg_name"
"1092","E31238010000000000000069475821478","REpower Systems SE","MD 77",1500,"29.12.2005",7232077,"49,874112","6,510129",NA,77,723507501,54298,"Welschbillig",1500,"2005-12-29","11YR00000003039P",10003764,2294918,7235,"Trier-Saarburg",1529.94533333333,2295,723507,"Trier-Land"
"1093","E31238010000000000000069475821480","REpower Systems SE","MD77",1500,"30.12.2005",7232065,"49,866194","6,534683",NA,77,723507501,54298,"Welschbillig",1500,"2005-12-30","11YR00000003039P",10003764,2403350,7235,"Trier-Saarburg",1602.23333333333,2403,723507,"Trier-Land"
"1094","E31238010000000000000069475821494",NA,NA,1500,"17.07.2010",7232077,"49,87663","6,511639",NA,NA,723507501,54298,"Welschbillig",1500,"2009-12-02","11YR00000003039P",10003764,2403350,7235,"Trier-Saarburg",1602.23333333333,2403,723507,"Trier-Land"
"1095","E31238010000000000000069475821495","REpower Systems SE","MD77",1500,"13.07.2010",7232077,"49,878343","6,515727",NA,77,723507501,54298,"Welschbillig",1500,"2009-12-09","11YR00000003039P",10003764,2403350,7235,"Trier-Saarburg",1602.23333333333,2403,723507,"Trier-Land"
"1096","E31238010000000000000069475821496","REpower Systems SE","MM 82 Evolution",2000,"09.12.2009",7232065,"49,862289","6,529467",NA,82,723507501,54298,"Welschbillig",2050,"2010-07-17","11YR00000003039P",10003764,2810640,7235,"Trier-Saarburg",1371.04390243902,2811,723507,"Trier-Land"
"1099","E31238010000000000000071074223999","Gamesa Corporación Tecnológica S.A.","Gamesa G80",2000,"16.05.2006",7135093,"50,21482","7,20772",100,80,713502093,56761,"Zettingen",2000,"2006-05-16","11YR00000003039P",10003764,1854903,7135,"Cochem-Zell",927.4515,1855,713502,"Kaisersesch"
"1100","E31238010000000000000071074224000","Gamesa Corporación Tecnológica S.A.","Gamesa G80",2000,"19.05.2006",7135093,"50,21028","7,20835",100,80,713502093,56761,"Zettingen",2000,"2006-05-19","11YR00000003039P",10003764,1854903,7135,"Cochem-Zell",927.4515,1855,713502,"Kaisersesch"
"1101","E31238010000000000000071074224001","Gamesa Corporación Tecnológica S.A.","Gamesa G80",2000,"23.05.2006",7135093,"50,21114","7,20454",100,80,713502093,56761,"Zettingen",2000,"2006-05-23","11YR00000003039P",10003764,1854903,7135,"Cochem-Zell",927.4515,1855,713502,"Kaisersesch"
"1102","E31238010000000000000071074224002","Gamesa Corporación Tecnológica S.A.","Gamesa G80",2000,"25.05.2006",7135093,"50,21281","7,19841",100,80,713502011,56761,"Brachtendorf",2000,"2006-05-25","11YR00000003039P",10003764,1854903,7135,"Cochem-Zell",927.4515,1855,713502,"Kaisersesch"
"1103","E31238010000000000000071074231438","Gamesa Corporación Tecnológica S.A.","Gamesa G80",2000,"29.12.2006",7135090,"50,21276","7,20913",100,80,713502093,56761,"Zettingen",2000,"2006-12-29","11YR00000003039P",10003764,1854903,7135,"Cochem-Zell",927.4515,1855,713502,"Kaisersesch"
"1104","E31238010000000000000073171622754","Fuhrländer AG","FL MD 77",1500,"21.12.2006",7135039,"50,027785","7,323162",85,77,713505039,56858,"Haserich",1500,"2006-12-21","11YR00000003039P",10003764,2284443,7135,"Cochem-Zell",1522.962,2284,713505,"Zell (Mosel)"
"1105","E31238010000000000000073171622755","Fuhrländer AG","FL MD 77",1500,"19.12.2006",7135039,"50,027576","7,329605",85,77,713505039,56858,"Haserich",1500,"2006-12-19","11YR00000003039P",10003764,2284443,7135,"Cochem-Zell",1522.962,2284,713505,"Zell (Mosel)"
"1106","E31238010000000000000073171630136","ENERCON GmbH","E-48",800,"19.12.2006",7135070,"50,024803","7,323736",76.8,48,713505039,56858,"Haserich",800,"2006-12-19","11YR00000003039P",10003764,1124710,7135,"Cochem-Zell",1405.8875,1125,713505,"Zell (Mosel)"
"1107","E31238010000000000000073171630138","ENERCON GmbH","E-48",800,"15.09.2006",7135070,"50,023657","7,324877",76.8,48,713505039,56858,"Haserich",800,"2006-09-15","11YR00000003039P",10003764,1124710,7135,"Cochem-Zell",1405.8875,1125,713505,"Zell (Mosel)"
"1108","E31238010000000000000073171630139","ENERCON GmbH","E-48",800,"22.12.2006",7135070,"50,022799","7,326723",76.8,48,713505039,56858,"Haserich",800,"2006-12-22","11YR00000003039P",10003764,1124710,7135,"Cochem-Zell",1405.8875,1125,713505,"Zell (Mosel)"
"1109","E31238010000000000000073171630140","ENERCON GmbH","E-48",800,"20.09.2006",7135070,"50,022414","7,328932",76.8,48,713505039,56858,"Haserich",800,"2006-09-20","11YR00000003039P",10003764,1124710,7135,"Cochem-Zell",1405.8875,1125,713505,"Zell (Mosel)"
"1110","E31238010000000000000073171630141","ENERCON GmbH","E-48",800,"22.09.2006",7135070,"50,02534","7,329403",76.8,48,713505039,56858,"Haserich",800,"2006-09-22","11YR00000003039P",10003764,1124710,7135,"Cochem-Zell",1405.8875,1125,713505,"Zell (Mosel)"
"1111","E31238010000000000000073171654995","ENERCON GmbH","E-53",800,"04.08.2009",7135071,"50,022667","7,339028",76,52.9,713505039,56858,"Haserich",800,"2009-08-04","11YR00000003039P",10003764,1265745,7135,"Cochem-Zell",1582.18125,1266,713505,"Zell (Mosel)"
"1112","E31238010000000000000073171654996","ENERCON GmbH","E-53",800,"06.08.2009",7135071,"50,023428","7,344003",76,52.9,713505039,56858,"Haserich",800,"2009-08-06","11YR00000003039P",10003764,1265745,7135,"Cochem-Zell",1582.18125,1266,713505,"Zell (Mosel)"
"1113","E31238010000000000000073171654997","ENERCON GmbH","E-53",800,"19.08.2009",7135071,"50,024742","7,343035",76,52.9,713505039,56858,"Haserich",800,"2009-08-19","11YR00000003039P",10003764,1265745,7135,"Cochem-Zell",1582.18125,1266,713505,"Zell (Mosel)"
"1114","E31238010000000000000074058413748","Nordex SE","N90",2300,"24.11.2006",7132039,"50,736797","7,795258",100,90,713209071,57520,"Molzhain",2300,"2006-11-24","11YR00000003039P",10003764,3503933,7132,"Altenkirchen",1523.44913043478,3504,713209,"Betzdorf-Gebhardshain"
"1115","E31238010000000000000074058424875","Nordex Energy GmbH","N 90",2300,"24.11.2006",7132039,"50,734458","7,806467",100,90,713209071,57520,"Molzhain",2300,"2006-11-24","11YR00000003039P",10003764,3503933,7132,"Altenkirchen",1523.44913043478,3504,713209,"Betzdorf-Gebhardshain"
"1116","E31238010000000000000074058424876","Nordex Energy GmbH","N 90",2300,"30.10.2006",7132039,"50,736122","7,801325",100,90,713209071,57520,"Molzhain",2300,"2006-10-16","11YR00000003039P",10003764,3503933,7132,"Altenkirchen",1523.44913043478,3504,713209,"Betzdorf-Gebhardshain"
"1117","E31238010000000000000074058424877","Nordex Energy GmbH","N 90",2300,"09.11.2006",7132039,"50,733267","7,799018",100,90,713209071,57520,"Molzhain",2300,"2006-11-14","11YR00000003039P",10003764,3503933,7132,"Altenkirchen",1523.44913043478,3504,713209,"Betzdorf-Gebhardshain"
"1118","E31238010000000000000074058424878","Nordex SE","N90",2300,"25.11.2006",7132039,"50,733267","7,799018",100,90,713209071,57520,"Molzhain",2300,"2006-10-25","11YR00000003039P",10003764,3503933,7132,"Altenkirchen",1523.44913043478,3504,713209,"Betzdorf-Gebhardshain"
"1119","E31238010000000000000074058424879","Nordex SE","N90",2300,"16.10.2006",7132039,"50,734458","7,806467",100,90,713209071,57520,"Molzhain",2300,"2006-11-15","11YR00000003039P",10003764,3503933,7132,"Altenkirchen",1523.44913043478,3504,713209,"Betzdorf-Gebhardshain"
"1120","E31238010000000000000074058424880","Nordex Energy GmbH","N 90",2300,"24.11.2006",7132039,"50,739006","7,800231",100,90,713209071,57520,"Molzhain",2300,"2006-10-30","11YR00000003039P",10003764,3503939,7132,"Altenkirchen",1523.45173913043,3504,713209,"Betzdorf-Gebhardshain"
"1121","E31238010000000000000074280431244","ENERCON GmbH","E-70 E4",2000,"02.10.2006",7233214,"50,3461","6,41977",64,71,723306214,54611,"Hallschlag",2000,"2006-10-02","11YR00000003039P",10003764,2631873,7233,"Vulkaneifel",1315.9365,2632,723306,"Geroldstein"
"1122","E31238010000000000000074530128826","Fuhrländer AG","MD77",1500,"25.10.2006",7232300,"50,211117","6,478267",100,77,723206300,54597,"Rommersheim",1500,"2006-10-23","11YR00000003039P",10003764,1902667,7232,"Eifelkreis Bitburg-Prüm",1268.44466666667,1903,723206,"Prüm"
"1125","E31238010000000000000075007409393","Nordex SE","S77",1500,"13.12.2006",7235062,"49,565048","6,47524",85,77,723508136,54441,"Trassem",1500,"2006-12-13","11YR00000003039P",10003764,2502360,7235,"Trier-Saarburg",1668.24,2502,723508,"Saarburg-Kell"
"1126","E31238010000000000000075007409394","Nordex SE","S77",1500,"13.12.2006",7235062,"49,562858","6,471757",85,77,723508136,54441,"Trassem",1500,"2006-12-13","11YR00000003039P",10003764,2502360,7235,"Trier-Saarburg",1668.24,2502,723508,"Saarburg-Kell"
"1131","E31238010000000000000075007458464","Nordex Energy GmbH","S77",1500,"11.02.2009",7235062,"49,56117","6,473158",85,77,723508136,54441,"Trassem",1500,"2009-02-06","11YR00000003039P",10003764,2502360,7235,"Trier-Saarburg",1668.24,2502,723508,"Saarburg-Kell"
"1132","E31238010000000000000075007472319","ENERCON GmbH","Enercon E-82",2300,"21.03.2014",7235062,"49,563567","6,468267",138,82,723508136,54441,"Trassem",2300,"2014-03-21","11YR00000003039P",10003764,4238143,7235,"Trier-Saarburg",1842.67086956522,4238,723508,"Saarburg-Kell"
"1133","E31238010000000000000075007472320","ENERCON GmbH","E-53",800,"20.12.2012",7235062,"49,562889","6,477315",73,53,723508136,54441,"Trassem",800,"2012-12-20","11YR00000003039P",10003764,1386485,7235,"Trier-Saarburg",1733.10625,1386,723508,"Saarburg-Kell"
"1135","E31238010000000000000075954028290","ENERCON GmbH","E-70 E4",2300,"21.11.2006",7140068,"50,052502","7,631231",113,70,714008068,56291,"Kisselbach",2000,"2006-10-09","11YR00000003039P",10003764,3200137,7140,"Rhein-Hundsrück",1600.0685,3200,714008,"Simmern-Rheinböllen"
"1136","E31238010000000000000075954046787","ENERCON GmbH","E-82",2000,"26.10.2006",7140068,"50,054568","7,631102",108,82,714008068,56291,"Kisselbach",2000,"2006-10-26","11YR00000003039P",10003764,3200137,7140,"Rhein-Hundsrück",1600.0685,3200,714008,"Simmern-Rheinböllen"
"1137","E31238010000000000000075954050979","ENERCON GmbH","E-82",2000,"01.10.2006",7140068,"50,062963","7,630165",108,82,714008068,56291,"Kisselbach",2300,"2006-10-09","11YR00000003039P",10003764,2832482,7140,"Rhein-Hundsrück",1231.51391304348,2832,714008,"Simmern-Rheinböllen"
"1138","E31238010000000000000075954050980","ENERCON GmbH","E-70 E4",2300,"08.11.2006",7140068,"50,058745","7,630802",113,70,714008068,56291,"Kisselbach",2300,"2006-11-08","11YR00000003039P",10003764,2832482,7140,"Rhein-Hundsrück",1231.51391304348,2832,714008,"Simmern-Rheinböllen"
"1139","E31238010000000000000075954050981","ENERCON GmbH","E-70 E4",2300,"15.11.2006",7140068,"50,058745","7,630802",113,70,714008068,56291,"Kisselbach",2300,"2006-11-15","11YR00000003039P",10003764,2832482,7140,"Rhein-Hundsrück",1231.51391304348,2832,714008,"Simmern-Rheinböllen"
"1140","E31238010000000000000075954050982","ENERCON GmbH","E-70 E4",2300,"25.09.2006",7140068,"50,060677","7,630719",113,70,714008068,56291,"Kisselbach",2300,"2006-10-09","11YR00000003039P",10003764,2832482,7140,"Rhein-Hundsrück",1231.51391304348,2832,714008,"Simmern-Rheinböllen"
"1141","E31238010000000000000075954050983","ENERCON GmbH","E-70 E4",2300,"30.11.2006",7140068,"50,050615","7,631354",113,70,714008068,56291,"Kisselbach",2300,"2006-11-30","11YR00000003039P",10003764,2832482,7140,"Rhein-Hundsrück",1231.51391304348,2832,714008,"Simmern-Rheinböllen"
"1142","E31238010000000000000075954050985","ENERCON GmbH","E-70 E4",2300,"22.02.2007",7140068,"50,048736","7,632106",113,70,714008068,56291,"Kisselbach",2300,"2007-02-22","11YR00000003039P",10003764,2832482,7140,"Rhein-Hundsrück",1231.51391304348,2832,714008,"Simmern-Rheinböllen"
"1143","E31238010000000000000075954050986","ENERCON GmbH","E-70 E4",2300,"01.03.2007",7140068,"50,046978","7,633203",113,70,714008068,56291,"Kisselbach",2300,"2007-03-01","11YR00000003039P",10003764,2832482,7140,"Rhein-Hundsrück",1231.51391304348,2832,714008,"Simmern-Rheinböllen"
"1144","E31238010000000000000075954050987","ENERCON GmbH","E-70 E4",2300,"12.03.2007",7140085,"50,045461","7,634935",113,70,714008068,56291,"Kisselbach",2300,"2007-03-12","11YR00000003039P",10003764,2832482,7140,"Rhein-Hundsrück",1231.51391304348,2832,714008,"Simmern-Rheinböllen"
"1145","E31238010000000000000075954050988","Vestas Deutschland GmbH","V90",2000,"08.02.2008",7140127,"50,054799","7,552825",105,90,714008125,55494,"RheinbÃ¶llen",2000,"2008-02-08","11YR00000003039P",10003764,3121742,7140,"Rhein-Hundsrück",1560.871,3122,714008,"Simmern-Rheinböllen"
"1146","E31238010000000000000075954050989","Vestas Deutschland GmbH","V90",2000,"19.02.2008",7140127,"50,060016","7,547962",105,90,714008125,55494,"RheinbÃ¶llen",2000,"2008-02-19","11YR00000003039P",10003764,3121742,7140,"Rhein-Hundsrück",1560.871,3122,714008,"Simmern-Rheinböllen"
"1147","E31238010000000000000075954050990","Vestas Deutschland GmbH","V90",2000,"21.02.2008",7140127,"50,056565","7,543821",105,90,714008125,55494,"RheinbÃ¶llen",2000,"2008-02-21","11YR00000003039P",10003764,3121742,7140,"Rhein-Hundsrück",1560.871,3122,714008,"Simmern-Rheinböllen"
"1148","E31238010000000000000075954050991","Vestas Deutschland GmbH","V90",2000,"22.02.2008",7140127,"50,056541","7,549812",105,90,714008125,55494,"RheinbÃ¶llen",2000,"2008-02-22","11YR00000003039P",10003764,3121742,7140,"Rhein-Hundsrück",1560.871,3122,714008,"Simmern-Rheinböllen"
"1149","E31238010000000000000076713230900","ENERCON GmbH","E-70",2000,"17.07.2007",7140204,"50,032525","7,344494",98,70,714003204,56869,"Mastershausen",2000,"2007-06-29","11YR00000003039P",10003764,3373511,7140,"Rhein-Hundsrück",1686.7555,3374,714003,"Kastellaun"
"1150","E31238010000000000000076713250972","ENERCON GmbH","E-70",2000,"06.07.2007",7140204,"50,044869","7,343736",98,70,714003204,56869,"Mastershausen",2000,"2007-07-06","11YR00000003039P",10003764,3373511,7140,"Rhein-Hundsrück",1686.7555,3374,714003,"Kastellaun"
"1151","E31238010000000000000076713250973","ENERCON GmbH","E-70",2000,"29.06.2007",7140204,"50,049398","7,345496",98,70,714003204,56869,"Mastershausen",2000,"2007-07-17","11YR00000003039P",10003764,3373511,7140,"Rhein-Hundsrück",1686.7555,3374,714003,"Kastellaun"
"1152","E31238010000000000000076713250974","ENERCON GmbH","E-70",2000,"01.08.2007",7140204,"50,032525","7,344494",85,70,714003204,56869,"Mastershausen",2000,"2007-08-01","11YR00000003039P",10003764,3373511,7140,"Rhein-Hundsrück",1686.7555,3374,714003,"Kastellaun"
"1153","E31238010000000000000076713250975","ENERCON GmbH","E-70",2000,"03.08.2007",7140204,"50,035206","7,343592",98,70,714003204,56869,"Mastershausen",2000,"2007-08-03","11YR00000003039P",10003764,3223418,7140,"Rhein-Hundsrück",1611.709,3223,714003,"Kastellaun"
"1154","E31238010000000000000076713250976","ENERCON GmbH","E-70",2000,"09.08.2007",7140204,"50,040661","7,343004",85,70,714003204,56869,"Mastershausen",2000,"2007-08-09","11YR00000003039P",10003764,3223418,7140,"Rhein-Hundsrück",1611.709,3223,714003,"Kastellaun"
"1155","E31238010000000000000076713250977","ENERCON GmbH","E-70",2000,"10.08.2007",7140204,"50,046899","7,343136",114,70,714003204,56869,"Mastershausen",2000,"2007-08-10","11YR00000003039P",10003764,3523400,7140,"Rhein-Hundsrück",1761.7,3523,714003,"Kastellaun"
"1156","E31238010000000000000076713293227","ENERCON GmbH","E-82",2300,"07.09.2010",7140204,"50,047718","7,334544",98,82,714003204,56869,"Mastershausen",2300,"2010-09-07","11YR00000003039P",10003764,4229274,7140,"Rhein-Hundsrück",1838.8147826087,4229,714003,"Kastellaun"
"1157","E31238010000000000000076713293229","ENERCON GmbH","E-82",2300,"26.08.2010",7140204,"50,052475","7,333671",108,82,714003204,56869,"Mastershausen",2300,"2010-08-26","11YR00000003039P",10003764,4356694,7140,"Rhein-Hundsrück",1894.2147826087,4357,714003,"Kastellaun"
"1158","E31238010000000000000076713293828","ENERCON GmbH","E-82",2300,"26.08.2010",7140204,"50,050187","7,334054",108,82,714003204,56869,"Mastershausen",2300,"2010-08-26","11YR00000003039P",10003764,4356694,7140,"Rhein-Hundsrück",1894.2147826087,4357,714003,"Kastellaun"
"1163","E31238010000010120000008529201417","ENERCON GmbH","E-66/15.66",1500,"01.08.1999",7133023,"49,994312","7,727852",67,66,714008027,55494,"Dichtelbach",1500,"1999-08-01","11YR00000003039P",10003764,2314690.7,7140,"Rhein-Hundsrück",1543.12713333333,2315,714008,"Simmern-Rheinböllen"
"1164","E31238010000010120000008529201418","ENERCON GmbH","E-66/18.70",1800,"01.11.2000",7133023,"49,993678","7,729912",65,70,714008027,55494,"Dichtelbach",1800,"2000-11-01","11YR00000003039P",10003764,2323194.04,7140,"Rhein-Hundsrück",1290.66335555556,2323,714008,"Simmern-Rheinböllen"
"1165","E31238010000010120000008529219428","ENERCON GmbH","E-70 E4",2000,"18.10.2005",7133023,"49,996305","7,730813",113.5,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","E31238010000010170000000298001456","Nordex Energy GmbH","N54 MK3",1000,"30.06.2000",7232077,"49,876308","6,516614",70,54,723205225,54298,"Gilzem",1000,"2000-06-30","11YR00000003039P",10003764,1180388,7232,"Eifelkreis Bitburg-Prüm",1180.388,1180,723205,"Südeifel"
"1168","E31238010000010170000001432601324","Nordex SE","N60",1300,"16.12.1999",7235106,"49,65576","6,671539",69,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","E31238010000010170000001432611721","Nordex SE","N60",1300,"16.12.1999",7235106,"49,653406","6,672594",69,60,723503106,54331,"Pellingen",1300,"1999-12-16","11YR00000003039P",10003764,1694940,7235,"Trier-Saarburg",1303.8,1695,723503,"Konz"
"1170","E31238010000010170000001432618384","Nordex SE","S70",1500,"07.02.2002",7235072,"49,653695","6,682487",65,70,723508072,54316,"Lampaden",1500,"2002-02-07","11YR00000003039P",10003764,2249569,7235,"Trier-Saarburg",1499.71266666667,2250,723508,"Saarburg-Kell"
"1171","E31238010000010170000001432618841","Nordex SE","N60",1300,"15.12.1999",7235072,"49,65038","6,67598",69,60,723508072,54316,"Lampaden",1300,"1999-12-16","11YR00000003039P",10003764,1694940,7235,"Trier-Saarburg",1303.8,1695,723508,"Saarburg-Kell"
"1172","E31238010000010170000001432618842","Nordex SE","N60",1300,"15.12.1999",7235072,"49,648878","6,679142",69,60,723508072,54316,"Lampaden",1300,"1999-12-16","11YR00000003039P",10003764,1694940,7235,"Trier-Saarburg",1303.8,1695,723508,"Saarburg-Kell"
"1173","E31238010000010170000001432618843","Nordex SE","N62",1300,"15.07.2000",7235072,"49,646353","6,68019",69,62,723508072,54316,"Lampaden",1300,"2000-07-15","11YR00000003039P",10003764,1797895,7235,"Trier-Saarburg",1382.99615384615,1798,723508,"Saarburg-Kell"
"1174","E31238010000010170000001432618844","Nordex Energy GmbH","N 62",1300,"28.12.2000",7235037,"49","6",68.9,62,723504037,54317,"Gusterath",1300,"2000-12-28","11YR00000003039P",10003764,1797895,7235,"Trier-Saarburg",1382.99615384615,1798,723504,"Ruwer"
"1175","E31238010000010170000001432618846","Südwind Borsig Energy GmbH","S70",1500,"30.12.2001",7235072,"49","6",65,70,723508072,54316,"Lampaden",1500,"2001-12-30","11YR00000003039P",10003764,2249569,7235,"Trier-Saarburg",1499.71266666667,2250,723508,"Saarburg-Kell"
"1178","E31238010000010170000002251818493","Vestas Deutschland GmbH","V47-660/200",660,"24.08.2000",7235037,"49,718618","6,706328",65,47,723504037,54317,"Gusterath",660,"2000-08-24","11YR00000003039P",10003764,1042853,7235,"Trier-Saarburg",1580.0803030303,1043,723504,"Ruwer"
"1179","E31238010000010170000002253311482","Südwind Borsig Energy GmbH","N3127/40",NA,"21.04.1995",7235037,"49,71441","6,703769",40,31,723504037,54317,"Gusterath",270,"1995-04-21","11YR00000003039P",10003764,137294,7235,"Trier-Saarburg",508.496296296296,137,723504,"Ruwer"
"1180","E31238010000010170000002744400397","ENERCON GmbH","E - 44",600,"02.10.2002",7235141,"49,753983","6,769904",78,44,723504141,54320,"Waldrach",600,"2002-10-04","11YR00000003039P",10003764,1023145,7235,"Trier-Saarburg",1705.24166666667,1023,723504,"Ruwer"
